id,tweet,prediction
b"7962,snl youve gotten better keep it,1
b'7963,southamericalovesmcfly dont get worried guys we love you,1
b'7964,spamaster is the new spamshit,1
b'7965,spotify would be amazing on iphone in the garden linked up to some speakers millions of tracks on demand sadly not so,1
b'7966,spotify one of the biggest joys of being european,1
b'7967,springwatch absolutely nothing on tv tonight,0
b'7968,spymaster any chance of an invite from anyone,1
b'7969,spymaster do i have to kill now to gain levels and money quicker lvl,1
b'7970,spymaster gimme free money i only have,1
b'7971,spymaster is freakin brilliant great job guys USER_MENTION USER_MENTION USER_MENTION USER_MENTION,1
b"7972,spymaster someone just assassinated me in a row that shouldnt be allowed wish i had some flying monkeys to sic on them,1
b'7973,squarespace,1
b'7974,squarespace hopefully you have one more iphone for me,1
b'7975,squarespace please give me an iphone,1
b'7976,squarespace trackle are the best of both worlds if only,1
b'7977,squarespace trackle i know i know a random selection you guys but what if i have a really good legit sob story EMO_POS,1
b"7978,squarespace feel like ill never be lucky fuck my life,1
b'7979,squarespace USER_MENTION wantts the new iphone but must wait till contract is renewable,1
b'7980,squarespace trackle double daily disappointment,0
b'7981,squarespace cos i justhad a tooth out,1
b'7982,squarespace do you still pay or squarespaced you already,1
b'7983,squarespace feeling blue,1
b'7984,squarespace getting sick from the heat,0
b'7985,squarespace gimme an iphone already,1
b'7986,squarespace give me the iphone and nobody gets hurt,0
b'7987,squarespace glad to see twitterific is fixed enjoying the mountains,1
b'7988,squarespace has yet to give me my free iphone gift card so sad,1
b'7989,squarespace helped me set up my garmin circlevoid made servers screw up so i sync it,1
b'7990,squarespace hmm i watched ep of prison break can w8 to see wha the ending would be like,0
b'7991,squarespace i always confuse you with squarepants,0
b'7992,squarespace i did a project wrong at work due today now my boss and i have to redo days work in hours an iphone would make my,1
b'7993,hair cut eye brows done mani pedi feeling good feeling great,1
b"7994,how do you love someone why ive got to wait til monday its unfair,1
b'7995,huge oscar wilde and salvidor dali fan,1
b'7996,i think everyone should pitch in to my me to iowa,1
b'7997,maths shoot me please EMO_POS,1
b'7998,outside thinking about python and its classes java are different i want to finish my program,1
b'7999,excerpt from memoirs of a teenage amnesiac by gabrielle zevin,1
b'8000,USER_MENTION lmaoo im not a good story teller like,1
b'8001,USER_MENTION nah im not goin,1
b'8002,the tweet them me send them this url URL and ask for them to donate their panties for the auction,1
b'8003,USER_MENTION dope poet and gorgeous girll make sure u show her some follow friday love,1
b'8004,playing the zombie game round woow he is also upset becuase he had followers but can only find and one is a spam follower,0
b'8005,been spacing out into nightmares all day i hate when this happens because they always seem so real here i go again,0
b'8006,stomach has been giving me probs since last week and i thought it was juz a minor tingie apparently not,1
b'8007,dozens of students are still missing in the cadet college kidnapping,1
b'8008,USER_MENTION do you have anything special planned for the will we be lucky enough to get a xmas episide,1
b'8009,you let it go,1
b'8010,for some unknown stupid reason the reason is a sheep as well we all are mate,0
b'8011,for mii dad to qet back with,1
b'8012,n going back to bed for an hour,1
b'8013,is an international equal opportunity lover,1
b'8014,miles to go and of course i hit friday rush hour,1
b'8015,minutes from curb to gate including and security course the flight is late,1
b'8016,benni is our daddy,1
b'8017,fighting the nwo every day,1
b"8018,gbye second year old self am about to replace my patch,1
b'8019,hates web twitter btw but rp column save all the tweets,0
b"8020,i guess burrito lady doesnt go out in the rain,1
b'8021,is being ignored when she sends direct messages it seems,1
b"8022,is crying because the twilight saga audio cd that USER_MENTION burned for me wont play in any of my cd players,0
b'8023,is sad he lost his soccer semi tonight maybe tomorrow or thurs will go better,0
b'8024,is very depressed,0
b'8025,just found out there was a blcs going on now listening to blcs watching boys n da hood and studying multitask,1
b'8026,likes to go out on this beautiful sunny day and drive his cbr but got work to do,1
b'8027,no more bday girl,1
b'8028,on the phone with my hannah,1
b"8029,squarespace i dont think ill ever win this contest it is a total waste of my time,0
b"8030,squarespace im risking a sick day to post this i need a phone for me and my girlfriend,0
b'8031,squarespace iphone contest come on baby come to me come to papa,1
b'8032,squarespace jailbreak for iphone where are yoouu,1
b'8033,squarespace my iphone hates me please give me a new one p.s i lost all my phone number,0
b'8034,squarespace no international winners yet up and down european customers are entering this,1
b'8035,squarespace not long til bb10,1
b'8036,squarespace please,1
b"8037,squarespace please make my week by choosing me ive been running a high fever for days and the doctors cant find out whats,1
b"8038,squarespace qtweeter wont work on jailbroken yet only thing that sucks about big iphone,0
b'8039,squarespace shoul dmaybe give me back my real cat eat the iphone if they and then some poor winner will have nothing,0
b'8040,squarespace this is the last time i ask,1
b'8041,squarespace you broke my heart again today,0
b'8042,squarespace getting a new iphone but me please give me one i need,1
b'8043,squarespace one in a billion more like one in infinity,1
b"8044,squarespace clearly the winner should be me because ive had a lot of bad luck lately,1
b'8045,stark and i wouldnt be doing my show without the influence of ed mcmahon ed to you,0
b'8046,starplayer tonight,1
b'8047,startrek great movie,1
b'8048,startrek in minutes acquired iphone g yet comparing prices and what about htc windows mobile URL,1
b'8049,starwarsday leeds there is a may the be with you celebration at fab cafe tonight i think i can go i wanted to be,1
b'8050,stepupforms on this sunday support a good cause by sponsoring yours truly URL,1
b'8051,stopthebnp someone has to working during the polling hours fml,0
b'8052,stuffwotimadeup contact big brother to be a bb voice and you will how fantastic a bb fans dream,1
b"8053,stuffwotimadeup im the gorilla playing in the air tonight on drums im proud,1
b"8054,sushifriday ive had sushi every day this week i think today will break the streak,0
b'8055,swineflu jumps to cases in vic singapore warns ppl not to travel here URL,1
b'8056,swineflu now have one confirmed case in nc ugh,0
b'8057,t20 india bubbaiye,1
b'8058,techdays_ca reg is near for those that attended last year watch your inbox for the end of june and feel free to share,1
b'8059,technight has a google group now to discuss what we should do in next technight interested can join suggest ideas URL,1
b'8060,tedindia apps opened yesterday btw they were supposed to announce tedglobal fellows fellows anncement on now,1
b'8061,tek09 attendees are expected to write a report on the conference next week and post it on their respective blogs,1
b'8062,tellmrtweet i recommend USER_MENTION because everyone he has ever met has had a drink with him,1
b'8063,terminator the sarah connor chronicles has been officially cancelled now,1
b'8064,tgif having coffee cookies and strawberries and set for cocktails tonite,1
b'8065,thaipbs,1
b'8066,theplan stop slacking get moving get to philly for a bbq and come back for more bbq,1
b'8067,therescue was a success,1
b'8068,thingsmummysaid you are the result of a broken condom,0
b'8069,thingsmummysaid know you got that from,1
b"8070,thingsmummysaid wouldnt have chest pain if you dont smoke,0
b"8071,thingsmummysaid ill give you something to cry about,0
b'8072,thingsthathavebadtiming friends who finally tweet when i have to pick children up from school,1
b'8073,thisday in pepsi cola company forms now this company has surely touched lives of many,1
b'8074,tipoftheday get in front of a lens if you want to now how your models feel while shooting them selfportrait but better other photog,1
b'8075,tnb howarewe on my first stella of the day feeling grand,1
b'8076,tokio hotel homepage in minutes are we all still alive yes yes,1
b'8077,tonys knotted at for those of you who love it all,1
b'8078,topbios USER_MENTION has a bio worth checking out,1
b'8079,torchsong seriously cursed getwellsoonjb et al,0
b'8080,trackle and squarespace you make me such a spammer,1
b'8081,traffic m25 anticlockwise jct20 stationary reports are jct17 i only got to avoid like the plague,1
b'8082,trainfail left early cancelled next train,1
b"8083,traveltuesday USER_MENTION because their tweets are hilarious lol and theyre great travelers,1
b'8084,travsummit still losing from susan boyle URL,0
b'8085,treysongzmusicmonday if you dont know bout trey songz he the mike tyson of he sings raps get familiar,1
b'8086,trvsdjam morning twitter broadband has run out,1
b'8087,trvsdjam woo the mixtape is awesome,1
b'8088,ttl while this cabernet may seem soft to many quaffable and more importantly posses the markers of a cabernet no head butt on oak,1
b'8089,tts09 what we will have for lunch,1
b'8090,turkish grand prix anyone but button,1
b'8091,turnoff being on my period when i wanna get some i make it work but its just not the same,1
b'8092,turnoff lesbians stu deezy cant get it in in there,1
b'8093,turnoff lesbians stu deezy cant get it in in there via USER_MENTION,1
b'8094,turnons boys with a lot of tats,1
b'8095,tuwien library is closed today fallback position freihaus,1
b'8096,tweetdeck crashes way too much and seems to hog maybe it will run better on the,1
b'8097,tweetdeck for iphone keeps crashing now and guys needs stable version else back to twitterfon,1
b"8098,tweetdeck keeps starting below my taskbar in vista moving it and closing it again doesnt fix the issue,0
b'8099,tweetdeck on iphone hanging underos when adding a follower to a group,1
b'8100,tweetdeck refuses to remember what messages i have marked as read every time i restart the application all unread,0
b'8101,one of my role models growing up,1
b'8102,pants firmly attached to hips,1
b'8103,this is my face USER_MENTION needs to make that shout out to me it was my pooh joke,0
b"8104,tired of elementary tricks on twitter this shit needa be unless u a celeb im,0
b'8105,tres excited we bought a baby fig tree today USER_MENTION no hibiscus or meyer lemons though,1
b'8106,upset apple bluetooth is mia,0
b'8107,va fires of rome,1
b'8108,just won the jbuck sweepstakes USER_MENTION,1
b'8109,planet terror pizza oj and sleep and it,0
b'8110,then get another later in the summer with money from work hopefully dual on the mbp,1
b"8111,tummys happy had beef noodle n some coconut flesh for desserts,1
b"8112,made up dontyouwish,1
b'8113,wishes she was in florida with tha norwood fam,1
b'8114,to the beach that is me brooke with birmingham in the rearview mirror,1
b"8115,stuff like that makes me happy to work for rocnation,1
b"8116,is enjoyin sum quality USER_MENTION production as he considers how underwhelming so many of the female vocalists hes heard recently r,1
b'8117,USER_MENTION USER_MENTION USER_MENTION USER_MENTION srsly thank you for everything just wanted to put that out,1
b"8118,USER_MENTION new banner,1
b'8119,c u all tweeters going to c a,1
b'8120,elbow to bad pinkpop and lowlands are solded out i really wanted to go this year,0
b'8121,going shopping later after get a much needed nap dead body,0
b'8122,jill scott even though she look like a dike now,1
b'8123,json javascript objects and php now time to clean,1
b'8124,korn you guys are champions of the world,1
b"8125,lalala im content this is fun,1
b"8126,lvatt mustve listened to the whole cd times already give or take doesnt get less exciting,1
b'8127,simultaneous sunandmoonbathing,1
b'8128,the end of school year private art show my son does for just the family,1
b"8129,cody linely mother fucking cody linely hes so effing sexxii,0
b'8130,just watched a new episode of pushing daisies soo happy back but sad over soon,1
b'8131,im in such a mcfly mood lol they are so amazing im listening to that girl right,1
b"8132,maroon heehee wedding date scenes got me trippin slippin trrippin oh how,1
b'8133,franz ferdinand you girls never know how you make a boy me where your eye meet soo,1
b"8134,mothers day to all out there that are hope to join ya some day,1
b'8135,mum swearing at the tom tom,1
b"8136,justin timberlake,1
b'8137,hot korean boys any day,1
b'8138,to death,0
b'8139,overworked underpaid and unappreciated time a change,0
b"8140,tweetmeme wont let me change setting s are people still whitelisted to change USER_MENTION to,0
b'8141,tweezy in one of the edit rooms here at speed URL,1
b'8142,twitcon all the blag sales people on twitter,1
b"8143,twithelp from USER_MENTION im looking for the right song URL,1
b"8144,twitiq and safari4 a disastrous combination didnt need to relaunch safari3 so often,0
b'8145,twitter USER_MENTION please note that someone just sent me a character dm not very cool,1
b"8146,twitter died on me yesterday couldnt go on at all,0
b'8147,twitterafterdark have you ever played naked twister i havent got to do this yet,1
b'8148,twitterchatsession love,1
b'8149,twitterfon no way to see user twitter web site has this function i need it to see small icons better,1
b'8150,twitterpornnames lmao mine is elvis malone USER_MENTION is yours bailey winnipeg hehehe,1
b'8151,twpp i think the pyjama party rawks girls and guys.keep it going me off to get more drunk,0
b'8152,twtpole happening tonight pole dancing for guys and girls at mardi gras,1
b'8153,twtrcon USER_MENTION thanks for taking a pic me,1
b'8154,ui ux talent required in cambridgeshire got the skills,1
b'8155,uncubicled arrghh still cubed oh never mind,1
b'8156,underrated henry hatsworth in the puzzling adventure a quality ds game everyone with a ds should try think mario,0
b'8157,unfollowdiddy and follow me instead i am cooler,1
b'8158,unfollowdiddy because e ness only has black and white footlocker tees in his closet,1
b"8159,unfollowdiddy because the bottlerockets he sold me didnt go anywhere,1
b'8160,unfollowdiddy cause faith apparently lost all hers cause of him,1
b'8161,unfollowdiddy follow me no really you should,1
b"8162,unfollowfriday USER_MENTION jus because lol new trend im starting too much celeb dick riding on here plus im a hater lol,1
b'8163,unitedway dayofcaring today heading out to marillac to play kickball with the kids,1
b'8164,unsuspendhisgoldeneyes i want my hge tweets back,1
b'8165,uruguay USER_MENTION btw i dont see uruguay here URL URL by USER_MENTION,1
b'8166,uv index in estonia atm grilling time,1
b"8167,vampirebeatles hes a real vampire man sitting in his vampire land thinking all his vampire plans for nobody,1
b'8168,vanesse says have you ever done your biggest sin no with me you will go to hot hell,0
b'8169,vanesse says lets enjoy nice weekend together lets make things better together,1
b'8170,vaporoutlet.com anyone watch trailer park boys super blazed its soo fuckin funny URL,1
b'8171,vegas baseball area51s at the game come get your raffle tickets and support olive crest great prizes by the ramps and food,1
b'8172,vegas locals some good hotel pool news red rock m always welcomes locals w free m for palazzo and ventian mf,1
b'8173,vegas spyonvegas sugarray hardrock locals oh entry starts at for free drinks w concert usually around,1
b"8174,cant copy from an os x app and paste into a winblows app in parallels,1
b'8175,the dog house deep i confessed to my boyfriend about my i think his head made a new shade of red he has a temper,0
b'8176,got home and is missing her friends on here tonight,1
b'8177,out the window the rain gray sky reminds me of myself,1
b"8178,sure u tune in and watch my dun dun show USER_MENTION a movie lol,1
b'8179,and i am not haveing a flu vaccination my last needle experiences have all been traumatic,0
b'8180,she were at road america,1
b'8181,up to update of maybe time for,1
b'8182,i am smiling big my cheeks pass the coffee rb USER_MENTION wonders if USER_MENTION is s URL,1
b"8183,ah rhyno any wey yuh dis we ah to fine smh fri is gonna be live to bad im gonna miss it,0
b"8184,coz im in too deep am i really hmm well thats too bad ice cream will do the trick,0
b'8185,for some i am following her too,1
b"8186,i didnt saw him today and i feel so,1
b"8187,i havent seen him like forever,1
b'8188,i love you i will love you till the stars luthe the hero and the crown is the most heart breaking story ever,1
b'8189,i never hold contempt for something that once made me smile it was still my USER_MENTION nice and a favorite,1
b'8190,i want a mom that will last forever is on repeat i cant stop listening to it,1
b'8191,je te promets by zaho my favourite song in the moment,1
b'8192,she has a great smile thank you i got that comment from single la la land music video haha EMO_POS she really has a good,1
b'8193,u lookin like a whale will diabeat u mad tv hahaha,1
b"8194,couse love is on its i like that song,1
b'8195,should be arrested for child abuse man that was true,0
b"8196,and dont forget my quality URL,1
b"8197,impact on the lives of those that youve come across i thank the lord every day he has put u in my my life i cant wait til u,1
b"8198,its just another manic monday yay well see in a few,1
b'8199,seven until my birthday,1
b"8200,she may be the beauty of the beast the song note im not twitting just blipping URL,1
b'8201,the guy gets all the glory the more he can score while the girl can do the same and yet you call her a so sad,1
b"8202,wipe that smug smile off michelle obamas i love season three,1
b'8203,never have to be alone i love you and all i really know,1
b"8204,youre still the one i smiles URL,1
b'8205,the ac is,1
b"8206,the bottles,1
b'8207,the breakup is so,0
b"8208,the coffeemachine isnt,1
b'8209,the end of the,1
b'8210,the final blow hits you somebody else gets what you wanted again you know its all the same another time and place repeating,0
b'8211,the future just scares me i need a,1
b'8212,the joys of sky,1
b'8213,the last or so pilot whales that beached themselves this morning are being shot tide has retreated and they last out,0
b'8214,the last full day in ukraine is here off to,1
b'8215,the last of the long weekends,1
b'8216,the more you affirm it the more it will become,1
b'8217,the mtv music awards are live now in the u.s and i wanna watch it i cant wait till tomorow as its taped live cus it will be edited,1
b'8218,the news become more nauseating every morning,0
b'8219,the oc URL,1
b'8220,the rain is dampening my,1
b'8221,the uk is awesome,1
b"8222,the weather is totally gloomsday here in good ol,1
b'8223,the weekend is nearly over back to work again for another dreadfully dull week yah,0
b'8224,then just like that blame it on the alalalalalalcohol,1
b'8225,there are birds flying around the airport here so,1
b'8226,there goes my a for sociology sigh hate,0
b'8227,there is a increibly stubborn person around that doesnt talk much,0
b'8228,there is a ufc fight in vegas july and i wont be in vegas until the or that,0
b'8229,there was a cat getting into the trash outside and my grandmother screamed at,0
b'8230,there was a little dog trying to cross the,1
b'8231,a bear behind the office URL for once i wish i work from,1
b"8232,theres a spider in my room and it needs to leave right now before i go jackie chan on its,1
b"8233,theres not lvatt in,1
b"8234,theres only people following me,1
b'8235,they are laughing at,1
b'8236,they forgot to put my requested shot of hazelnut in my tripleshot of espresso cappuccino today rain on me as the sun shines,1
b'8237,they hate yuh too yunq,0
b"8238,they lost i cant believe lebron and the cavs lost im so sad right now yo lol damn man oh well lets get it lakers,0
b"8239,theyre going to throw my month old roses,1
b"8240,theyre still falling its so ez for u n itll pass in no time for me its idk if u kno or even understand how im feelin rite,0
b'8241,things feel,1
b'8242,things just might be turning around on,1
b'8243,things will get better i pinky,1
b'8244,this day is so long and i have to sleep downstairs tonight,1
b'8245,this is terrible pray for hiroki URL,0
b'8246,this job blows breaths,1
b'8247,this key board doesnt have keys for volume d im gonna have to use the mouse and do it the hard way,0
b'8248,this means,1
b'8249,vegas we are going to have amazing weather this weekend feels like april not june,1
b'8250,vis2020 heads up for creative partnerships pens in motion at the mention of accompanying funding,1
b'8251,vistasp2 has crocked my installation of officeam being forced to uninstall it grr,1
b'8252,volvicchallenge tesco dropped off my bottles today props for doing so on a bank,1
b'8253,vwll2009 would one of the vwllers want to add this event to our ning URL would much appreciate,1
b'8254,waitwait is funny today,1
b'8255,wavechurch stream work i want to watch soul central youth soo bad,1
b'8256,waystogetagirlsattention be a jonas fan the girl might think that you are gay but at least you would get their attention,1
b'8257,wccamp USER_MENTION sending us back to pencil and paper camp,1
b'8258,wcchicago is starting,1
b'8259,wearestupid what worries me most these are employees from an office building across the street and regulars in the store,0
b'8260,weather_me wv14 cloudy very cold today,0
b'8261,web USER_MENTION nice to see you finally on twitter USER_MENTION USER_MENTION should follow us back considering we are customers of yours,1
b'8262,webdu is over webinale in berlin next also juni in heidelberg days of air training interested dm,1
b'8263,webdu talk went well seems to have been well received in general and i mess up many times,1
b"8264,webicina is featured on the biggest hungarian news portal im thrilled URL,1
b'8265,webmission thks check that vid URL,1
b'8266,wftb joining a bit late my connection was down boo time,1
b'8267,wgt ende it was a pleasure for me with all of you guys hope to tweet you next year good fight good night,1
b'8268,whatdafuxup just had to be the first to use this,1
b'8269,wheniwerealad liverpool used to win trophies pmsl some things are better in come on united,1
b"8270,whereisjoeymcintyre he went to dance like that and left because of his la blues someday ill stop falling endlessly,0
b'8271,whiletwitterwasdown i jumped on my laptop thinking maybe its my phone while cursing tmobile out but it sorry tmobile,0
b'8272,whocangetit USER_MENTION,1
b'8273,whocangetit anybody who hates the lakers ok not really but a solid first step,1
b'8274,whocangetit david banner,1
b'8275,whocangetit why me of course,1
b'8276,whocangetit yur mom,1
b'8277,whoremembers who loves orange soda kel lovs orange soda i do i do i doo lol,1
b'8278,whyitweet we tweet to let the world know about our yummy cakes,1
b"8279,whyitweet because i love to make myself full of self importance not really ive got nothing else to do with my day,1
b'8280,whyitweet because new fabulous and fascinating did i mention that,1
b'8281,whyitweet coz i can,1
b'8282,whyitweet i tweet because it keeps my mother in the know without me answering million questions every time i see her,1
b'8283,whyitweet i tweet to procrastinate i have an exam tomorrow yet on twitter,0
b'8284,wichita finally becomes a trending topic in awful circumstances,0
b"8285,omg transformers comes out tonite im trying to wait till the weekend and i will still at wrk tho,1
b'8286,URL by USER_MENTION,1
b'8287,you the email from miley i want to write with her but i cant,1
b'8288,you the email from miley i want to write with her but i cant,1
b'8289,are the best i love you can you give me your email i want to write with you but i cant,1
b'8290,you the email from miley i want to write with her but i cant,1
b"8291,its tea with little squidgy balls via USER_MENTION its better than it sounds,1
b'8292,well if you get one before saturday you should go my roundtrip tickets were less than,1
b'8293,students beaten last night in the dorm died today they were from my university we wore black today iranelection repost from,0
b"8294,days without prayer makes keep the focus peeps lets make it through finals alive and well good night twitter babies,1
b'8295,trailer looks cool and URL,1
b'8296,dog is for life not just for just wish their life so short,1
b'8297,family that runs together madadapa miss u guys,0
b'8298,freak like me needs me,1
b'8299,friend helps you move a best friend helps you move,1
b'8300,friend is someone who walks in when the whole world walks cute,1
b"8301,true friend is someone who thinks youre a good egg even though he knows youre slightly cracked made me think of ya,1
b'8302,is the only thing that can decribe how i feel rite now,1
b'8303,yourself for the be apart of the cause make a difference give children a future to look forward to,1
b"8304,to withdraw at mile for heat exhaustion its going to be a long drive back to atlanta,0
b'8305,and means the end of conversation,1
b'8306,i wanna do is have some fun i gotta feeling im not the only one haha,1
b'8307,nice talking to you,1
b'8308,daddy they took my oh how i love tarzan i seen it in so so long i always cry so much in that movie though,1
b'8309,every story i ever told is part of yellowcard how i go,1
b'8310,general joseph starts all do know his last name prostitute lmfao mr shniedd,1
b'8311,i know that still gott time but i do not think juggernauts enter shikari this song makes me happy,1
b"8312,its am and im cursing your name and thats literal right now not just song lyrics sfshkfhskjfhksdjfh,1
b"8313,thats hypocritisy ahh i miss brian too theres been some awesome housemates over the,1
b"8314,this shouldnt have happened crap,0
b"8315,this song sucks its like background,1
b'8316,this,1
b'8317,this sucks layin down watchin my doggy wish he got,0
b'8318,this,1
b'8319,this sucks i hate razor,0
b'8320,this sucks never ever ever felt like,1
b'8321,this suks xboxlive is,1
b'8322,this time last year i was still in dublin with one of my bestest close friends you know who you are p this year am in leeds,1
b'8323,this violence gotta,1
b'8324,this was much needed for me i feel free thank you lord,1
b'8325,this was supposed to be a good weekend,1
b'8326,this was what i was afraid of URL,0
b'8327,this year it have arena football games noo shit but everybody knows that this year philadelphia soul would be champions,0
b'8328,threw,1
b'8329,thunder and lightning one thing i am scared of even bear is,0
b'8330,thursday now can these people just let me have my,1
b'8331,thy cumin to get my baby in the morning,1
b'8332,time bed its so difficult wake up am,0
b'8333,time to do the ntoda7todaetodaairtrain dance to,1
b'8334,time to get dressed lol and go outside and scare people in the real,1
b"8335,tired ive been really,0
b'8336,,1
b'8337,tmobile coming up with new phones to outdate my current phone right after i get,1
b'8338,to much drinking lead to trowing up i feel like,1
b"8339,today i completed year in my current organization and today only i cant go office bad,0
b'8340,today i made my own coffee now i am going to,1
b'8341,today i meet a guy that also went to australia as an exchange student haha it was funny because we miss almost the same things,1
b"8342,today i woke up sad,0
b'8343,today is going to be a loong day i want the weekend,1
b"8344,today is one of my good friends bday i didnt put his number in my new phone i cant find the charger for my old phone i,1
b'8345,today is the day last school day i have my costume on and ready but i am a bit sadd im gonna miss you guys so so so,1
b'8346,today is the last day me to play my laptop i gotto studii,1
b"8347,today isnt the,1
b'8348,today just,1
b'8349,today sucks just like this week,1
b'8350,getting worse by the moment im going to finish packing then fall,0
b"8351,tonight i heard the most heartfelt prayer ive ever heard it was from a yr old,1
b'8352,tonight was a good,1
b'8353,too bad so what have you got up your,0
b'8354,too emotional right,1
b'8355,too good right,1
b'8356,totally screwed up the best thing in my whole,1
b'8357,training is over,1
b'8358,training today i am sweaty and muddy and have thorns in my ankles and am soo happy camp is,0
b'8359,true,1
b'8360,true genius strikes left my uni key at,1
b"8361,wiebe donkey kong attempt concluded at soo close still better than ill ever,1
b'8362,wififail the providence airport,1
b'8363,win7 new multi mon shortcuts are very helpful ther too,1
b'8364,windows7rc installed on nc10 also converted from trial to paid for version of msonline had to pay for licenses but only needed,1
b'8365,wish27 man gonna have to go to bed soon,1
b'8366,wkendthx to all that gave me a followfridy endorsement thank you there are too many to thank individually you know who you are,1
b'8367,wolframalpha for top trumps URL we beat sydney on elevation,1
b'8368,woofwednesday i want a puppyy,1
b"8369,woofwednesday im not a dog person,1
b'8370,wordcamp USER_MENTION lost her iphone dm me if u found it maybe lost in the ladies room upstairs,0
b'8371,wordcamp USER_MENTION siting USER_MENTION up next,1
b'8372,wordcamp follow mee please i need followers,1
b'8373,worstfeeling not being home when you sick,0
b'8374,woscon09 officially over as of last night those of us left are getting ready to head out to the airport,1
b'8375,woty morning after sore head after great day yesterday awakened by a rooster and remote wildlife good morning mr mrs jones,1
b'8376,wouldloveitif i had a dr pepper now,1
b'8377,wpf error modify the logical children for this node at this time because a tree walk is in has zero google hits,1
b'8378,writechat another june writing goal get more people for fnwc so consider this a shameless plug fri nite writing,0
b'8379,wsop4 omg so many players i m waiting to see the final table but that could keep for a long time,1
b'8380,wt20 india vs south africa begins in some time is it even worth a watch now so very sad for indian cricket,1
b'8381,wt20 how is kumble as a commentator i am on cricinfo so no clue,1
b'8382,wtf someone in the house stole and ate my pie from the fridge,0
b'8383,xboxe3 e3 painting ffs ms has really missed the,0
b'8384,xboxe3 follow me fellow xbox fans,1
b"8385,yellowcard lets have a petition its been a while they need to comeback,1
b'8386,yorly USER_MENTION brittainie bryers EMO_NEG USER_MENTION aw thats ok tom your the reason i have twitter anywa URL,1
b'8387,yorly USER_MENTION kimberley EMO_NEG USER_MENTION oh man your the person to say that to me now lol URL,1
b'8388,yorly USER_MENTION kristy EMO_NEG its official just threw up feeling so sick and down babe you know your the URL,0
b"8389,yorly USER_MENTION william park EMO_NEG USER_MENTION id buy your anal scene dvd in a heartbeat yo URL,1
b"8390,youknowyouupttooearly when wafflehouse hasnt even made the sweet tea yet,1
b'8391,yourghettowhen you blame your grammar misspellings on being up late reading yourghettowhen tweets,0
b"8392,youspecialwhen i ask you to a drop for tehbored radio vol USER_MENTION im looking at you,1
b'8393,youtube souljaboy crank that iwie verarsche URL,1
b'8394,youtube is down for maintenance and will be back shortly,1
b'8395,we will be back in nov or dec brb exploding thank you USER_MENTION,1
b'8396,when she met you she thought you were the nicest person in the world,1
b'8397,aeroplane another sunny day i wanna go home,1
b'8398,is so cute and funny,1
b'8399,we human or are we,1
b'8400,you a beauty or a quiz and my result is you are a beauty with a gold heart haha am i,1
b'8401,you a everyone thinks i sound like woman on the phone gosh im so,1
b'8402,a fellow power ehem have you ever read my genl thinking in ranking lists guess not,1
b'8403,night last night tried absinthe hahah lovelovelove my friends megan is coming today,1
b"8404,dont blow me,0
b"8405,luck picks its company by invitation think on thatt ps im unavailable for rsvp dont you love good,1
b"8406,what a horrid programme im ashamed to be scottish,0
b'8407,balance kat the key to life is right keep that in mind the best,1
b'8408,ha shem URL those who are know who they are,1
b'8409,in is awesome i miss bruce,1
b'8410,state changed to that means about minute of tweeting,1
b'8411,me is my new shit i twirled that punk bar down in miami,0
b"8412,assassins creed little closure indeed,1
b'8413,a sexist egotistical lying hypocritical,0
b"8414,the doesnt count because its the best song theyve ever done it cant compare to any others haha,1
b'8415,you chopped off the hookers heads crazy hanging out with davey laterr hes cool,1
b"8416,every beautiful girl theres a dumbass guy who did her wrong and made her,1
b'8417,to understand a little than to misunderstand a mornong,0
b'8418,is now following you on USER_MENTION to what do i own this honor,1
b'8419,rich between raising hell and amazing the story of my life URL,1
b'8420,run he wont catch lol i had know idea about all of that very sad,0
b"8421,velvet on black orlando brown as eddie thomas on thats so raven,1
b'8422,is undergoing sorry no music tweets for now shaking already,0
b'8423,found from tragic air france URL,0
b'8424,is called in chinese sounds a lot more violent,0
b"8425,my body to my t.t omg hes back hes back cedric has been killed,0
b'8426,mikey baby is the man of the random line from trainspotting my newest book,1
b'8427,this that song and this that fuck you wentz iwsnt taasiaar off to take spanish final,0
b'8428,yycphotobook i missed your spot today will someone be putting,0
b"8429,zend_lucene_search why cant i search numbers with you i want to know whos in all these topics,1
b'8430,zombies all the main part done just clean up and consolidation and that done,1
b'8431,from tonight going to vic fires aparently about comming,1
b'8432,it twitter will have a hour downtime tomorrow how can i survive without twitter,1
b'8433,bad news is now no players can use phones no more tweets from USER_MENTION,0
b"8434,needed just booked another caravan holiday down devon for october devon cliffs sounds really warm lol work now later all,1
b"8435,is pretty cool saves tons of,1
b'8436,wth no tonite,1
b"8437,i can see that of course if you see every reply it might drown out your stream ideally theyd let u choose on,1
b'8438,smarties ice cream at walmart and sobys better stock up,1
b'8439,for robin thicke jennifer hudson and suprise guests chaka khan and earth wind and fire definitely worth the money so dam good,1
b'8440,to get a outfit tired and feel like going out,1
b'8441,hidden in a webpage only ie8 can view yay for web standards URL,1
b'8442,at target broke much,0
b"8443,five band dollar almost as amazing as USER_MENTION and blinks tour for too bad i missed out in montreal,0
b'8444,fine community service random for probation for but no jail,1
b'8445,at break of at venetian deep stack had just before the break,0
b'8446,later i hope everyone had a fun night oh god i have work in less than hrs until like pm leave me some,1
b'8447,spent on rainbows for the family lol fixie bike helmet for alex burning holes,1
